機種,台松料號,材料代號,中文名稱,同行價,修理價,顧客自購價,維修工時
CW,06600-3440,06600-3440,氮氣錶出口轉換頭,500,700,650,
CW,06600-3450,06600-3450,TM1016鉤錶測溫線,600,800,750,
NA,06600-3460,06600-3460,F鐵治具,1400,1600,1700,
NA,06600-3470,06600-3470,滾筒馬達轉子拆卸六角套頭,1800,2000,2100,
NA,06600-3480,06600-3480,8MM搖頭棘輪梅花固定板手,400,600,500,
NA,06600-3490,06600-3490,10MM搖頭棘輪梅花固定板手,500,700,650,
NA,06600-3500,06600-3500,13MM搖頭棘輪梅花固定板手,500,700,650,
NA,06600-3510,06600-3510,101X3寸一小起子尾端熱處理,50,250,90,
NA,06600-3520,06600-3520,101X3寸十小起子尾端熱處理,50,250,90,
NA,06600-3530,06600-3530,卯釘槍,700,900,850,
NA,06600-3540,06600-3540,六角柄白鐵鑽尾,90,290,150,
NA,06600-3550,06600-3550,卯釘100PCS(包),90,290,150,
NA,06600-3560,06600-3560,控制台修理固定治具,1500,1700,1800,
NR-,06600-3570,06600-3570,排氣鉗342,1000,1200,1200,
NR-,06600-3580,06600-3580,排氣鉗刺針組,200,400,300,
NR-,06600-3590,06600-3590,貫穿閥CH-341,800,1000,1000,
NR-,06600-3600,06600-3600,貫穿閥墊圈CH-341,90,290,150,
NR-,06600-3610,06600-3610,3/16快速接頭,2100,2300,2400,
NR-,06600-3620,06600-3620,1/4快速接頭,2100,2300,2400,
NR-,06600-3630,06600-3630,氣體偵測警報器M40,38400,38600,44200,
NR-,06600-3640,06600-3640,冷媒瓶閥門,1000,1200,1200,
NR-,06600-3650,06600-3650,毛細管切管鉗,800,1000,1000,
NR-,06600-3660,06600-3660,毛細管高壓封口管3/16,120,320,200,
NR-,06600-3670,06600-3670,壓縮機低壓封口管1/4,120,320,200,
,2月2日,06600-3680,喇叭口轉接頭2分公對2分母,90,290,150,
NR-,3月3日,06600-3690,喇叭口轉接頭3分公對3分母,120,320,200,
,2MIN,06600-3700,喇叭頭2分,50,250,90,
,3MIN,06600-3710,喇叭頭3分,90,290,150,
,06600-3720,06600-3720,高壓表,1100,1300,1300,
,06600-3730,06600-3730,TM1016鉤錶測溫線,600,800,750,
,06600-3740,06600-3740,空調藍芽檢測治具,6000,6200,6900,
,PVC-470+2PV 3/16,06600-3750,快速接頭3/16,3900,4100,4500,
,PCV-630+2PV 1/4,06600-3760,快速接頭1/4,3900,4100,4500,
,06600-3770,06600-3770,空調馬達檢測治具,2100,2300,2200,
,06610-0050,06610-0050,R-22擴管器,7150,7350,8200,
,06610-0080,06610-0080,工具箱,2300,2500,2600,
H-10,06610-0100,06610-0100,工具袋(大),800,1000,1000,
CU-,06610-0110,06610-0110,離合器式擴管器,9350,9550,10750,
,07000-0600,07000-0600,技術資料　　　　　　　　　　　,600,800,0,
,07000-1350,07000-1350,技術資料,1350,1550,0,
,08000-0100,08000-0100,材料架位貼紙,20,220,40,
,08000-0110,08000-0110,商品化包裝貼紙,20,220,40,
,08000-0120,08000-0120,服務材料申請/出庫傳票,90,290,150,
,08000-0130,08000-0130,服務部品收件差異連絡單,90,290,150,
,08000-0140,08000-0140,服務材料FAX申請單,90,290,150,
,08000-0150,08000-0150,庫存表,20,220,40,
,08000-0160,08000-0160,PCB板回收貼紙,20,220,40,
,08000-0170,08000-0170,RECYCLE PCB包裝盒(大),90,290,150,
,08000-0180,08000-0180,RECYCLE PCB包裝盒(小),50,250,90,
,08000-0190,08000-0190,商品化包裝貼紙,20,220,40,
,08000-0200,08000-0200,PCB回收檢修說明,20,220,40,
,ART55*70S1,08000-0210,商品化包裝貼紙,500,700,650,
,UTM506030,08000-0220,條碼機碳帶,350,550,450,
NR-,08091-0020,08091-0020,新版特約站服務卡,90,290,150,
NR-,08091-0030,08091-0030,複寫式特約站服務卡,120,320,200,
,TS57S33,08091-0040,電子發票專用紙(外修專用),50,250,90,
,TS57S34,08091-0050,電子發票專用紙(內修專用),90,290,150,
,57MMX37MM,08091-0060,理光電子發票熱感紙(外修專用),30,230,50,
,57MMX80MM,08091-0070,理光電子發票熱感紙(內修專用),90,290,150,
,08500-0150,08500-0150,R22扭力扳手,10200,10400,11730,
,08500-0540,08500-0540,消磁線圈,5000,5200,5800,
,08500-0750,08500-0750,拆ＩＣ工具組,800,1000,1000,
CU-,08500-0800,08500-0800,R-410A扭力扳手,6100,6300,7050,
7NS-LINK,6233214375,08500-0810,通信治具,13450,13650,15500,
CTV,ERD-14TJ151,10100-0030,電阻150Ω1/4W,20,1180,40,H.60
CTV,ERD-14TJ471,10100-0240,電阻,20,1180,40,H.60
CTV,ERD-14TJ124,10100-0270,電阻120K1/4W,20,1180,40,H.60
CTV,ERD-14TJ104,10100-0430,電阻,20,1180,40,H.60
CTV,ERD-14TJ154,10100-0450,電阻,20,1180,40,H.60
CTV,ERD-14TJ224,10100-0460,電阻,20,1180,40,H.60
CTV,ERD-14TJ121,10100-0480,電阻,20,1180,40,H.60
CTV,ERD-14TJ823,10100-0490,電阻,20,1180,40,H.60
CTV,ERD-25TJ473B,10100-0570,電阻,20,1180,40,H.60
CTV,ERD-25FJ1R0,10100-0580,電阻,20,1180,40,H.60
NV-370TN,ERQ-14LKR51P,10100-0590,電阻,20,1180,40,H.60
NV-370TN,ERQ-14LK1R0P,10100-0600,電阻,20,1180,40,H.60
TH-P54Z1W,ERJ6GEYJ102V,10100-0690,電阻,20,1180,40,H.60
CTV,ERD2FCG102P,10100-1280,電阻,20,1180,40,H.60
CTV,ECUV2FUSE,10100-1300,電阻式保險絲２Ａ,30,1190,50,H.60
TC-29TFD,2.32K1/4W,10100-1310,電阻(對策品),20,1180,40,H.60
TC-29TFD,030.33Ω1/4W,10100-1320,電阻(對策品),20,1180,40,H.60
TC-29PFE,CHIP5.36K,10100-1330,電阻(CRT對策品),20,1180,40,H.60
TC-29PFE,CHIP1K,10100-1340,電阻(CRT對策品),20,1180,40,H.60
TC-28SW8,270K 1/4W,10100-1350,電阻,20,1180,40,H.60
TC-29PFE,22KΩ/1/4W,10100-1360,電阻,20,1180,40,H.60
TC-34TFH,03ERJ6GEYJ473V,10100-1370,電阻,20,1180,40,H.60
TC-34TFH,03ERJ6GEYJ472V,10100-1380,電阻,20,1180,40,H.60
TC-29LE,03ERJ6GEYJ275V,10100-1390,電阻,20,1180,40,H.60
TW-M70W2TL,05ERJ6GEYJ224V,10100-1400,電阻,20,1180,40,H.60
TU-CSD05JTRD,05ERJ6GEYJ105V,10100-1410,電阻,20,1180,40,H.60
TC-29TAF,03ERJ6GEYJ181V,10100-1420,電阻,20,1180,40,H.60
CTV,03ERDS2T680T,10100-1430,電阻,20,1180,40,H.60
TH-L37U30W,08ERJ8ENF2204V,10100-1440,電阻2.2MΩ,20,1180,40,H.60
TH-P50S10W,HUA5MC100JP2,10100-1450,水泥電阻,200,1360,300,H.60
TH-P50S10W,D0GF5R6JA047,10100-1460,電阻,20,1180,40,H.60
TH-P42S20W,D0GD100JA059,10100-1470,電阻,20,1180,40,H.60
TH-P42ST30W,D0C22R2JA077,10100-1480,電阻,30,1190,50,H.60
TH-P42ST30W,D1F5150Y0001,10100-1490,電阻,90,1250,150,H.60
TH-75EX770W,ERX1SJR22V,10100-1500,電阻,20,1180,40,H.60
TH-85X940W,D0GD514JA052,10100-1510,電阻,90,1250,150,H.60
TH-85X940W,D0GA473JA039,10100-1520,電阻,20,1180,40,H.60
TH-65FX800W,F1H1A225A102,10100-1530,電阻,20,1180,40,H.60
TH-32A410W,D0GD221JA059,10100-1540,電阻,20,1180,40,H.60
TH-P50ST60W,D0GF1R0JA047,10100-1550,電阻,20,1180,40,H.60
TH-P50ST60W,D0GD470JA059,10100-1560,電阻,20,1180,40,H.60
TH-P42S10W,ERJT08J7R5V,10100-1570,電阻,20,1180,40,H.60
TH-P50ST60W,C1ZBZ0004559,10100-1580,電阻,90,1250,150,H.60
TH-P50ST60W,C0JBAA000344,10100-1590,電阻,30,1190,50,H.60
TH-P50ST60W,D0GB100JA065,10100-1600,電阻,20,1180,40,H.60
TH-60CX700W,D4CAY3R90003,10100-1610,限流電阻,30,1330,50,I.70
TH-65EZ1000W,D4DAY4700001,10100-1620,熱敏電阻,90,1250,150,H.60
CTV,ERC-12GK102,10101-0010,電阻1K1/2W,20,1180,40,H.60
CTV,ERC-12GK103,10101-0020,電阻10K1/2W,20,1180,40,H.60
CTV,ERC-12GK104,10101-0030,電阻100K1/2W,20,1180,40,H.60
CTV,ERC-12GK153,10101-0100,電阻,20,1180,40,H.60
CTV,ERC-12GK154,10101-0110,電阻150K1/2W,20,1180,40,H.60
CTV,ERC-12GK224C,10101-0190,電阻,20,1180,40,H.60
CTV,ERC-12GK332C,10101-0260,電阻,20,1180,40,H.60
CTV,ERC-12GK333,10101-0270,電阻,20,1180,40,H.60
CTV,ERC-12GK471,10101-0310,電阻,20,1180,40,H.60
CTV,ERC-12GK473C,10101-0330,電阻,20,1180,40,H.60
CTV,ERC-12GK474C,10101-0340,電阻470K1/2W,20,1180,40,H.60
CTV,ERC-12GK682C,10101-0410,電阻,20,1180,40,H.60
CTV,ERC-12GK683,10101-0420,電阻68K1/2W,20,1180,40,H.60
CTV,ERC-12GK684,10101-0430,電阻,20,1180,40,H.60
TRE,ERW-12PK1R0,10101-0510,電阻1Ω1/2W,20,1180,40,H.60
GXT,ERD-12SJ1R2C,10101-0550,電阻1.2Ω1/2W,20,1180,40,H.60
GXT,ERD12TJ1R8,10101-0560,電阻,20,1180,40,H.60
N1,ERD-50FJ101P,10101-0570,電阻,20,1180,40,H.60
TC-2030,ERC-12ZGK824D,10101-0580,電阻,20,1180,40,H.60
TA-2002,ERD-12HKR47,10101-1050,電阻,20,1180,40,H.60
TC-1411,ERQ-12HJ221,10101-1080,電阻,30,1190,50,H.60
TC-25SV9,ERQ-12RD1R8M,10101-1150,電阻,20,1180,40,H.60
TC-29PZH,03ERQ12HJR56P,10101-1180,電阻,20,1180,40,H.60
CTV,120/1/2W,10101-1190,保險電阻,20,1180,40,H.60
TC-29PFH-VB,03ERDS1T104T,10101-1210,電阻,20,1180,40,H.60
TH-60A420W,18EF1030-5T00,10101-1220,電阻,20,1180,40,H.60
PT-B2010U,ERQ1CKPR47S,10102-0130,電阻,20,1180,40,H.60
TC-2000,ERG-1ANJ102W,10102-0160,電阻,20,1180,40,H.60
TC-2051,ERDS-1FJ1R5P,10102-0210,電阻,20,1180,40,H.60
TC-,R1W/0.39R,10102-0240,電阻,20,1180,40,H.60
TV,ERQ-1CJ1R8,10102-1000,電阻,20,1180,40,H.60
CTV,03ERG1SJ1R0P-2,10102-1050,電阻1Ω1W,20,1180,40,H.60
TC-29PF40,03ERX1SJR12P-2,10102-1060,電阻,20,1180,40,H.60
TC-29PF40,ERX1SJR22P,10102-1070,電阻,20,1180,40,H.60
T1,ERM-2P2R7,10103-0030,電阻,20,1180,40,H.60
NV-501TN,ERG-2AR50,10103-0260,電阻,20,1180,40,H.60
TC-1815,ERQ-2CJ150,10103-1090,電阻,20,1180,40,H.60
GX-T,TRF-2AJ100,10103-1110,電阻,20,1180,40,H.60
TC-2637,ERQ2CJP2R0S,10103-1180,電阻,30,1190,50,H.60
TC-,ERQ-2CJ1R0,10103-1250,電阻,20,1180,40,H.60
TC-20Z8,100K/2W,10103-1280,電阻,20,1180,40,H.60
TC-20Z8,220K/2W,10103-1290,電阻,20,1180,40,H.60
CTV,ERG-3PSK562,10104-0060,電阻,20,1180,40,H.60
TC-2652,ERG-3ANJ822W,10104-0100,電阻,20,1180,40,H.60
CF-829,ERF-3ATKR33,10104-1030,電阻,20,1180,40,H.60
CTV,ERF-3ATJ100,10104-1090,電阻,20,1180,40,H.60
TK,ERF-3SK3R3,10104-1100,電阻3.3Ω3W,20,1180,40,H.60
TC-2652,ERQ3CJ3R9H,10104-1170,電阻,20,1180,40,H.60
TC-29FB1,ERG-3SJ122P,10104-1180,電阻,20,1180,40,H.60
TC-29SV1,ERQ-3CJ821H,10104-1190,電阻,20,1180,40,H.60
TC-,ERQ-3CJ1R2,10104-1210,電阻,20,1180,40,H.60
CTV,100K3W,10104-1220,電阻,20,1180,40,H.60
TC-21PZ-B,03ERQ3CJ4R3H,10104-1230,電阻,20,1180,40,H.60
TV,ERG-5PSK682,10106-0020,電阻,20,1180,40,H.60
GX-T,TRF-5AJ680,10106-1100,電阻,20,1180,40,H.60
GX-T,TRF-5ZK2R7T,10106-1120,電阻,20,1180,40,H.60
TC-2137,TRF-5ZKR82,10106-1180,電阻,20,1180,40,H.60
TC-,R665,10106-1230,電阻665K,20,1180,40,H.60
,ERG-5SJ563,10106-1240,電阻,20,1180,40,H.60
TC-,TRF-5ZJ821T,10106-1250,電阻,20,1180,40,H.60
TC-,5W1.2K,10106-1260,電阻,20,1180,40,H.60
TC-,5W/680R,10106-1270,電阻,20,1180,40,H.60
TC-,TRF5ZK1R5T-1,10106-1280,電阻1.5Ω5W,20,1180,40,H.60
TC-,0.33Ω5W,10106-1290,電阻,20,1180,40,H.60
,1.8Ω5W,10106-1300,電阻,20,1180,40,H.60
,12K5W,10106-1310,電阻,20,1180,40,H.60
TC-34TFH,03ERU5TCK1R5T,10106-1320,電阻,30,1190,50,H.60
TC-,5W5.6Ω,10106-1330,電阻5.6Ω5W,30,1190,50,H.60
TH-L37B12W,665KΩ,10106-1340,返流板電阻665KΩ,20,1180,40,H.60
TC-29SC9,TRF7ZKR82TT,10108-1020,電阻,30,1190,50,H.60
TC-29PZH,03ERF7ZK1R5,10108-1040,電阻1.5Ω7W,30,1190,50,H.60
CTV,8.2Ω7W,10108-1050,電阻8.2Ω7W,30,1190,50,H.60
CTV,8.2Ω7W-1,10108-1060,電阻8.2Ω7W,30,1190,50,H.60
CTV,ERF-10H1R0,10109-1010,電阻,30,1190,50,H.60
TC-2637,TRF-10ZK100T,10109-1130,電阻,20,1180,40,H.60
TC-,TRF10ZJ2R7T-2,10109-1140,電阻,20,1180,40,H.60
TC-29A9,180Ω20W,10111-1060,電阻,50,1210,90,H.60
CTV,ECKC2H103P,10121-0020,小型補償電容,20,1180,40,H.60
CTV,ECKC-3D102KB8,10121-0030,小型補償電容,20,1180,40,H.60
CTV,ECKW3D222KBP,10121-0040,小型補償電容,30,1190,50,H.60
CTV,ECKD-3D561K,10121-0060,小型補償電容,30,1190,50,H.60
TC-1821,ECQF-2H474JZA,10121-0220,小型補償電容,30,1190,50,H.60
TMC-1,ECWH-12H103JS,10121-0260,小型補償電容,30,1190,50,H.60
TC-21SQ3,ECQU-1A473MHB,10121-0500,小型補償電容,30,1190,50,H.60
TC-2637,ECWH-12H562JS1,10121-0580,小型補償電容,20,1180,40,H.60
CTV,ECKC-3D122KB6,10121-0620,小型補償電容,20,1180,40,H.60
TC-29PHF-VC,03ECWF2394JBB-1,10121-0630,小型補償電容,20,1180,40,H.60
TC-34TFH,03ECWF2304JBB-1,10121-0650,小型補償電容,20,1180,40,H.60
TC-29PFB,0.027UF/100V,10121-0660,小型補償電容0.027UF/100V,20,1180,40,H.60
TC-28SV1,ECQF2H564JZA,10121-0740,小型補償電容,50,1210,90,H.60
TC-29SV10,ECKW3D471KB6,10121-0770,小型補償電容,20,1180,40,H.60
TC-29SV10,03ECKC3D821KR6,10121-0780,小型補償電容,20,1180,40,H.60
CTV,ECKD3D332K,10121-0810,小型補償電容,20,1180,40,H.60
CTV,ECKD3D472K,10121-0820,小型補償電容,30,1190,50,H.60
CTV,ECKE2104KF,10121-0830,小型補償電容,20,1180,40,H.60
DVD,ECUV1H104ZFN-A,10121-0840,小型補償電容（對策）,20,1180,40,H.60
DVD(C-38),ECWH12H682JS-1,10121-0850,小型補償電容,20,1180,40,H.60
CTV,ECKC3D152KB6,10121-0860,小型補償電容,20,1180,40,H.60
CTV,03ECKC3D392KB6,10121-0870,小型補償電容3900Ｐ2KV,20,1180,40,H.60
TC-29LE,03ECUV1H150JCN,10121-0900,電容,20,1180,40,H.60
TC-21PMF,03ECWH20332JZB-1,10121-0910,電容,20,1180,40,H.60
DVD-S600,021KV-102Z,10121-0920,電容(DVD-S600對策品),20,1180,40,H.60
CTV,0.22U/630V,10121-0930,電容(24464-0050對策品),50,1210,90,H.60
CTV,3324KV,10121-0940,無鉛高壓電容,30,1190,50,H.60
CTV,152/2KV,10121-0950,無鉛高壓電容152/2KV,30,1190,50,H.60
CTV,821/4KV,10121-0960,高壓電容821/4KV,30,1190,50,H.60
CTV,332/4KV,10121-0970,高壓電容332/4KV,30,1190,50,H.60
CTV,561/4KV,10121-0980,高壓電容561/4KV,30,1190,50,H.60
TH-P46ST30W,F2A2E141A217,10121-0990,電容140UF250V,50,1210,90,H.60
TH-P46ST30W,F0C2E155A286,10121-1000,電容1.5UF250V,50,1210,90,H.60
TH-P50ST30W,F0C2E115A280,10121-1010,電容1.1UF250V,50,1210,90,H.60
TH-42PX80T,F2A2T201A006,10121-1020,電容200UF220V,90,1250,150,H.60
TH-42PX80T,F0C2E225A230,10121-1030,電容2.2UF250V,30,1190,50,H.60
TH-P50ST30W,F2A2E191A264,10121-1040,電容190UF250V,120,1280,200,H.60
TH-P50S10W,ACCST230132L,10121-1050,電容1400UF220V,400,1560,500,H.60
TH-P50S10W,ACLEMX474KC,10121-1060,電容140UF250V,90,1250,150,H.60
WV-PS550P,ECEA0JU101,10122-0010,小型電解電容,20,1180,40,H.60
FC-188,ECEA1HU6R8,10122-0040,小型電解電容,30,1190,50,H.60
WV-CM2000/GY,ECEA1HU4R7,10122-0060,小型電解電容,30,1190,50,H.60
WV-CM1450P,ECA1VM101,10122-0070,小型電解電容100UF35V,20,1180,40,H.60
CTV,ECEA1H010,10122-0080,小型電解電容1UF50V,20,1180,40,H.60
CTV,ECEA1H010M,10122-0081,超小型電解電容1UF50V(S),20,1180,40,H.60
CTV,ECEA1H2R2,10122-0082,超小型電解電容,20,1180,40,H.60
TRE,ECEA1EU010,10122-0083,超小型電解電容,20,1180,40,H.60
TRE,ECEA1H3R3,10122-0084,超小型電解電容,20,1180,40,H.60
TRE,ECEA1CU010,10122-0085,超小型電解電容10UF16V(S),20,1180,40,H.60
TRE,ECEA1AH221,10122-0086,超小型電解電容220UF10V(S),20,1180,40,H.60
TRE,ECEA1JH101,10122-0087,超小型電解電容,20,1180,40,H.60
TRE,ECEA1JH220,10122-0088,超小型電解電容,20,1180,40,H.60
TRE,ECEA1HH4R7,10122-0089,超小型電解電容,20,1180,40,H.60
TRE-250D,ECEA2EU220,10122-0090,小型電解電容22UF250V,20,1180,40,H.60
TRE,ECEA2VU4R7,10122-0110,小型電解電容,20,1180,40,H.60
WV-CU300P,ECEA1CU330,10122-0120,小型電解電容,20,1180,40,H.60
WZ-DE40P,ECEA1CU100,10122-0130,小型電解電容,20,1180,40,H.60
TRE,ECEA2AU101,10122-0140,小型電解電容100UF100V,20,1180,40,H.60
WV-CU550P,ECEA1AU221,10122-0150,小型電解電容,20,1180,40,H.60
WV-CM2000/GY,ECEA1EU3R3,10122-0160,小型電解電容,20,1180,40,H.60
TRE,ECEA2CU4R7,10122-0170,小型電解電容,20,1180,40,H.60
TRE,ECEA1HU330,10122-0180,小型電解電容,20,1180,40,H.60
WS-SP2AP,ECA1VM221,10122-0190,小型電解電容220UF35V,20,1180,40,H.60
WV-CM2000/GY,ECEA2EU100,10122-0200,小型電解電容10UF250V,20,1180,40,H.60
WZ-DE40P,ECEA1CU470,10122-0220,小型電解電容,20,1180,40,H.60
TRQ-1882,35V100UF,10122-0240,小型電解電容,20,1180,40,H.60
WR-S840FP,ECEA1VU470,10122-0250,小型電解電容,20,1180,40,H.60
TK,ECEA2W010,10122-0260,小型電解電容,20,1180,40,H.60
CTV,ECEA2DU470,10122-0300,小型電解電容,30,1190,50,H.60
WV-RC700P,ECEA2CU220,10122-0310,小型電解電容22UF160V,20,1180,40,H.60
WV-CU550P,ECEA1EU470,10122-0330,小型電解電容,20,1180,40,H.60
WZ-DM30P,ECA1CM101,10122-0370,小型電解電容100UF16V,20,1180,40,H.60
WV-PS550P,ECEA1HU0R1,10122-0380,小型電解電容0.1UF50V,20,1180,40,H.60
KX-TG8070TWS,ECEA1HU220,10122-0390,小型電解電容,20,1180,40,H.60
WV-CU300P,ECEA1HU2R2,10122-0410,小型電解電容2.2UF50V,20,1180,40,H.60
WR-X01AC,ECEA1EU331,10122-0460,小型電解電容330UF25V,20,1180,40,H.60
WV-CM1450P,ECEA1HU100,10122-0470,小型電解電容,20,1180,40,H.60
CAR/ST,ECEA1HU100M,10122-0471,超小型電解電容,20,1180,40,H.60
WV-RC700P,ECEA1HU470,10122-0480,小型電解電容,20,1180,40,H.60
WV-CU101P,ECA1VM102B,10122-0500,小型電解電容1000UF35V,50,1210,90,H.60
WE-LL500E,ECEA1HU222,10122-0540,小型電解電容2200UF50V,30,1190,50,H.60
WV-RC700AP,ECEA1JU221,10122-0560,小型電解電容220UF63V,20,1180,40,H.60
WV-PS11AP,ECEA1HU331,10122-0570,小型電解電容330UF50V,20,1180,40,H.60
WV-CU204P,ECEA1EU102,10122-0650,小型電解電容1000UF25V,20,1180,40,H.60
PT-B2010U,ECEA2EU4R7,10122-0680,小型電解電容4.7UF250V,20,1180,40,H.60
NV-371TN,ECEA1CU222E,10122-0760,小型電解電容2200UF16V,20,1180,40,H.60
NV-371TN,16V100UF,10122-0770,小型電解電容,30,1190,50,H.60
WL-K500E,ECEA1CKA470,10122-0790,小型電解電容,20,1180,40,H.60
CAR/ST,ECEA1CKA470M,10122-0791,超小型電解電容,20,1180,40,H.60
NV-371TN,ECEA1CK330UJ,10122-0800,小型電解電容,20,1180,40,H.60
NV-371TN,ECEA1ASS222U,10122-0810,小型電解電容,20,1180,40,H.60
CTV,ECEA1VU332E,10122-0830,小型電解電容3300UF35V,30,1190,50,H.60
WP-9110P,ECA1HM101,10122-0840,小型電解電容100UF50V,20,1180,40,H.60
RX-1220,ECEA0JU471S,10122-0850,小型電解電容,20,1180,40,H.60
TX-1220,ECEA0JV102S,10122-0860,小型電解電容,20,1180,40,H.60
CTV,ECEA0JV330S,10122-0870,小型電解電容,20,1180,40,H.60
NV-370TN,ECEA1JS101T,10122-0910,小型電解電容100UF63V,20,1180,40,H.60
CTV,ECEA1ES100T,10122-0920,小型電解電容,20,1180,40,H.60
CTV,ECEA1ES222T,10122-0930,小型電解電容2200UF25V,30,1190,50,H.60
CTV,ECEA1JS470T,10122-0940,小型電解電容47UF63V,20,1180,40,H.60
WV-RC700AP,ECEA2CU010,10122-0960,小型電解電容,20,1180,40,H.60
SV-3800E-H,ECEA1HU221,10122-0980,小型電解電容220UF50V,20,1180,40,H.60
CTV,ECEA2EV2R2S,10122-1000,小型電解電容,20,1180,40,H.60
WR-P01AE,ECEA2AU470,10122-1020,小型電解電容47UF100V,20,1180,40,H.60
PT-B2010U,ECEA2EU470,10122-1040,小型電解電容47.0UF250V,30,1190,50,H.60
TC-29FB1,ECEA2CU221,10122-1060,小型電解電容,50,1210,90,H.60
CTV,ECEA1ES472,10122-1070,小型電解電容4700UF25V,30,1190,50,H.60
CTV,10122-1080,10122-1080,小型電解電容,50,1210,90,H.60
DT-2700MS,ECEA2EU010,10122-1180,大型電解電容,20,1180,40,H.60
WE-160P,ECEA1AU331,10122-1200,大型電解電容,20,1180,40,H.60
TC-21PMF,03ECEA1VTK471E-3,10122-1220,大型電解電容470UF35V,20,1180,40,H.60
TC-,ECEA1DFZ681P,10122-1250,小型電解電容,20,1180,40,H.60
TC-,ECEA50YT56K,10122-1260,小型電解電容,30,1190,50,H.60
CTV,ECEA2VM470,10122-1290,電解電容47UF350V,30,1190,50,H.60
TC-,50V/1000UF,10122-1310,電容1000UF50V,30,1190,50,H.60
DVD-A120,820P,10122-1320,ＤＶＤ對策電容,20,1180,40,H.60
CTV,150U200V,10122-1330,電容,50,1210,90,H.60
TC-29TZG,03ECQM1H103JV3-1,10122-1350,電容,20,1180,40,H.60
DMC-FX2PP-S,F2A2F8000008,10122-1360,電容器,150,1310,250,H.60
DMC-FX55,F2A2F9500002,10122-1370,電容,90,1250,150,H.60
DMC-FX3,F2A2F8000005,10122-1380,電容,90,1250,150,H.60
TC-,47U/160V,10122-1390,電容47U/160V,30,1190,50,H.60
TC-,470UF/50V,10122-1400,大型電解電容470UF/50V,20,1180,40,H.60
CTV,47UF250V,10122-1410,電解電容47UF250V,30,1190,50,H.60
TC-29TFE,ECHU1C683JB5,10122-1440,電解電容器,20,1180,40,H.60
JS,680UF10V,10122-1450,電容器(8MM)680UF10V,20,1180,40,H.60
JS,1000UF10V,10122-1460,電容器(8MM)1000UF10V,20,1180,40,H.60
CTV,1000UF/35V,10122-1470,電容1000UF/35V,30,1190,50,H.60
CTV,1000UF/25V,10122-1480,電容1000UF/25V,30,1190,50,H.60
CTV,100UF/50V,10122-1490,電容100UF/50V,20,1180,40,H.60
CTV,220UF/50V,10122-1500,電容220UF/50V,20,1180,40,H.60
CTV,100UF/250V,10122-1510,電容100UF/250V,50,1210,90,H.60
CTV,47UF/350V,10122-1520,電容47UF35V,50,1210,90,H.60
CTV,1000UF/50V,10122-1530,電容1000UF/50V,30,1190,50,H.60
CTV,47UF/250V,10122-1540,電容47UF/250V,50,1210,90,H.60
CTV,100UF/63V,10122-1550,電容100UF/63V,20,1180,40,H.60
CTV,220UF/63V,10122-1560,電容220UF/63V,30,1190,50,H.60
TH-42PX70T,F1J0J106A004,10122-1570,電容,20,1180,40,H.60
TH-P46ST30W,F1E2J821A002,10122-1580,電容,20,1180,40,H.60
TH-P46ST30W,F1E2J152A002,10122-1590,電容,30,1190,50,H.60
TH-37PA20U,ECA1EHG101,10122-1600,電容100UF25V,20,1180,40,H.60
TH-L42B6W,EXCELSA24T,10122-1610,電容,20,1180,40,H.60
TH-65FX600W,F1G1H101A834,10122-1620,電容 (C2259),20,1180,40,H.60
TB-1607,16V330UF,10123-0150,固態電容,120,1280,200,H.60
GX-T,ECET2DU471GY,10123-0160,大型電解電容,90,1250,150,H.60
CTV,ECEA2DR331,10123-0190,大型電解電容330UF200V,50,1210,90,H.60
,ECEA400V221UF,10123-0200,大型電解電容,200,1360,300,H.60
TC-29SH11,680UF/200V,10123-0250,電容680UF/200V,150,1310,250,H.60
CTV,470UF/200V,10123-0260,電容470UF/200V,120,1280,200,H.60
CTV,330UF/200V,10123-0270,電容330UF/200V,90,1250,150,H.60
CTV,820UF/200V,10123-0280,電容820UF/200V,200,1360,300,H.60
TC-21SQ1,TF0A420K03,10140-0630,複合部品,50,1210,90,H.60
NV-531,EFOFC3584A,10140-1040,複合部品,90,1250,150,H.60
NV-331TN,EFOA4R0M03C2,10140-1230,複合部品,20,1180,40,H.60
NV-531TN,CSB420B6,10140-1280,複合部品,20,1180,40,H.60
