機種,品番,摘要,檢印,建立日期
S-160F1T6,C3932-1075, VRF DUCT 中靜壓機種,高士淵,2017/9/11
U-4~6LYE1T6,C3932-1076,4~6HP VRF 室外機,蔣育宏,2017/9/11
U-4LYE1T6,C3932-1077,4HP VRF 室外機,蔣育宏,2017/9/11
U-5LYE1T6,C3932-1078,5HP VRF 室外機,蔣育宏,2017/9/11
U-6LYE1T6,C3932-1079,6HP VRF 室外機,蔣育宏,2017/9/11
U-8LYE1T7,C3932-1080,2018年 MiniVRF 3相380V 8HP室外機,蔣育宏,2017/9/11
U-10LYE1T7,C3932-1081,2018年 MiniVRF 3相380V 10HP室外機,蔣育宏,2017/9/11
U-8~10LYE1T6,C3932-1082,8~10HP VRF 室外機,蔣育宏,2017/9/11
CS-P71/80/90BUA2,C3932-1083,家用 四方吹室內機種 ,高士淵,2017/9/11
CS-P71BUA2,C3932-1084,家用 四方吹室內機種 ,高士淵,2017/9/11
CS-P80BUA2,C3932-1085,家用 四方吹室內機種 ,高士淵,2017/9/11
CS-P90BUA2,C3932-1086,家用 四方吹室內機種 ,高士淵,2017/9/11
S-22~106S1T6,C3932-1087,VRF 壁掛室內機種,高士淵,2017/9/11
S-22S1T6,C3932-1088,VRF 壁掛室內機種,高士淵,2017/9/11
S-28S1T6,C3932-1089,VRF 壁掛室內機種,高士淵,2017/9/11
S-36S1T6,C3932-1090,VRF 壁掛室內機種,高士淵,2017/9/11
S-45S1T6,C3932-1091,VRF 壁掛室內機種,高士淵,2017/9/11
S-56S1T6,C3932-1092,VRF 壁掛室內機種,高士淵,2017/9/11
S-63S1T6,C3932-1093,VRF 壁掛室內機種,高士淵,2017/9/11
S-71S1T6,C3932-1094,VRF 壁掛室內機種,高士淵,2017/9/11
S-80S1T6,C3932-1095,VRF 壁掛室內機種,高士淵,2017/9/11
S-90S1T6,C3932-1096,VRF 壁掛室內機種,高士淵,2017/9/11
S-106S1T6,C3932-1097,VRF 壁掛室內機種,高士淵,2017/9/11
CS-K22~50BA2,C3932-1098,2018年 R32冷煤對應機種 (K B系列),蘇俊安,2017/9/12
CS-K63~71BA2,C3932-1099,2018年 R32冷煤對應機種 (K B系列),蘇俊安,2017/9/12
CS-LJ22~90BA2,C3932-1100,2018年 R32冷煤對應機種 (KJ B系列),蘇俊安,2017/9/12
CS-J22~110BDA2,C3932-1101,CS-J DUCT 機種 (R32冷煤 / 遙控器新機能對應),高士淵,2017/9/18
CS-J22BDA2,C3932-1102,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J28BDA2,C3932-1103,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J36BDA2,C3932-1104,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J40BDA2,C3932-1105,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J50BDA2,C3932-1106,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J63BDA2,C3932-1107,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J71BDA2,C3932-1108,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J80BDA2,C3932-1109,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J90BDA2,C3932-1110,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
CS-J110BDA2,C3932-1111,CS-J DUCT 機種 (R32冷煤對應),高士淵,2017/9/18
F-YWP33N,C3932-1112,2017紐西蘭向除濕機F-YWP33,洪啟翔,2017/9/20
CS-J28YDA2,C3932-1113,專案DOM1708 (Mini Hotel專案),蔣育宏,2017/9/25
CS-J36YDA2,C3932-1114,專案DOM1708 (Mini Hotel專案),蔣育宏,2017/9/25
CS-J40YDA2,C3932-1115,專案DOM1708 (Mini Hotel專案),蔣育宏,2017/9/25
CS-J50YDA2,C3932-1116,專案DOM1708 (Mini Hotel專案),蔣育宏,2017/9/25
U-8~10LYE1T7,C3932-1117,2018年 MiniVRF 8~10馬力室外機,蔣育宏,2017/10/14
CW-HE120KA,C3932-1118,2017年 香港向 變頻窗型 (內機),高士淵,2017/10/27
CW-HE120KA,C3932-1119,2017年 香港向 變頻窗型 (外機),高士淵,2017/10/27
CW-HE180KA,C3932-1120,2017年 香港向 變頻窗型 (內機),高士淵,2017/10/27
CW-HE180KA,C3932-1121,2017年 香港向 變頻窗型 (外機),高士淵,2017/10/27
CS-P110BUA2 ,C3932-1122,家用 四方吹室內機種 ,高士淵,2017/11/17
CS-J71YDA2,C3932-1123,專案DOM1713 (華倫 Motel專案),蔣育宏,2017/12/1
除濕機F-Y24FX,C3932-1124,2017年台灣向除溼機,洪啟翔,2017/12/25
CU-PX80~90系列,C3932-1125,2018 R32 機種,蘇俊安,2018/1/19
CU-PX110系列,C3932-1126,2018 R32 機種,蘇俊安,2018/1/19
CS-22BJ,C3932-1127,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-28BJ,C3932-1128,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-36BJ,C3932-1129,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-40BJ,C3932-1130,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-50BJ,C3932-1131,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-63BJ,C3932-1132,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-71BJ,C3932-1133,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-80BJ,C3932-1134,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-90BJ,C3932-1135,2018年 B2B販路基種,鄒凱文,2018/2/9
CS-110BJ,C3932-1136,2018年 B2B販路基種,鄒凱文,2018/2/9
CU-22BH,C3932-1137,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-22BC,C3932-1138,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-28BH,C3932-1139,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-28BC,C3932-1140,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-36BH,C3932-1141,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-36BC,C3932-1142,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-40BH,C3932-1143,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-40BC,C3932-1144,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-50BH,C3932-1145,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-50BC,C3932-1146,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-63BH,C3932-1147,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-63BC,C3932-1148,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-71BH,C3932-1149,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-71BC,C3932-1150,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-80BH,C3932-1151,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-80BC,C3932-1152,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-90BH,C3932-1153,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-90BC,C3932-1154,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-110BH,C3932-1155,2018年 B2B販路基種,蘇俊安,2018/2/9
CU-110BC,C3932-1156,2018年 B2B販路基種,蘇俊安,2018/2/9
KSA-502DV09,C3932-1157,2018 KOLIN 新機種 (內機冷暖),蘇俊安,2018/2/12
KDV-50209,C3932-1158,2018 KOLIN 新機種 (外機冷暖),蘇俊安,2018/2/12
M2-52BC,C3932-1159,2018年 B2B販路基種,蘇俊安,2018/2/22
M2-63BC,C3932-1160,2018年 B2B販路基種,蘇俊安,2018/2/22
M2-71BC,C3932-1161,2018年 B2B販路基種,蘇俊安,2018/2/22
M2-83BC,C3932-1162,2018年 B2B販路基種,蘇俊安,2018/2/22
M3-90BC,C3932-1163,2018年 B2B販路基種,蘇俊安,2018/2/22
M4-100BC,C3932-1164,2018年 B2B販路基種,蘇俊安,2018/2/22
M4-130YC,C3932-1165,2018年 B2B販路基種,蘇俊安,2018/2/22
M4-150YC,C3932-1166,2018年 B2B販路基種,蘇俊安,2018/2/22
M2-52BH,C3932-1167,2018年 B2B販路基種,蘇俊安,2018/2/22
M2-63BH,C3932-1168,2018年 B2B販路基種,蘇俊安,2018/2/22
M2-71BH,C3932-1169,2018年 B2B販路基種,蘇俊安,2018/2/22
M2-83BH,C3932-1170,2018年 B2B販路基種,蘇俊安,2018/2/22
M3-90BH,C3932-1171,2018年 B2B販路基種,蘇俊安,2018/2/22
M4-100BH,C3932-1172,2018年 B2B販路基種,蘇俊安,2018/2/22
M4-130YH,C3932-1173,2018年 B2B販路基種,蘇俊安,2018/2/22
M4-150YH,C3932-1174,2018年 B2B販路基種,蘇俊安,2018/2/22
CS-22BD,C3932-1175,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-28BD,C3932-1176,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-36BD,C3932-1177,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-40BD,C3932-1178,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-50BD,C3932-1179,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-63BD,C3932-1180,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-71BD,C3932-1181,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-80BD,C3932-1182,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-90BD,C3932-1183,2018年 B2B販路 DUCT,高士淵,2018/2/22
CS-110BD,C3932-1184,2018年 B2B販路 DUCT,高士淵,2018/2/22
MiniVRF 3相220V 4~6HP 短配管,C3932-1185,2019年 MiniVRF 4~6HP 3相220V 短配管室外機,蔣育宏,2018/4/2
MiniVRF 3相220V 8~10HP,C3932-1186,2018年 MiniVRF 3相220V 8~10HP 室外機,蔣育宏,2018/4/2
PAC 單相220V 6HP,C3932-1187,2018年 PAC 單相220V 6HP 室外機,蔣育宏,2018/4/2
PAC 3相220V 6HP,C3932-1188,2018年 PAC 3相220V 6HP 室外機,蔣育宏,2018/4/2
PAC 3相220V 10HP,C3932-1189,2018年 PAC 3相220V 10HP 室外機,蔣育宏,2018/4/2
PAC 3相380V 10HP,C3932-1190,2018年 PAC 3相380V 10HP 室外機,蔣育宏,2018/4/2
F-Y16FH,C3932-1191,2018年除濕機,劉宸瑄,2018/4/9
F-Y20FH,C3932-1192,2018年除濕機,劉宸瑄,2018/4/9
F-Y26FH,C3932-1193,2018年除濕機,劉宸瑄,2018/4/9
除濕機F-Y24GX,C3932-1194,2019年台灣向除溼機,廖啟宏,2019/2/26
除濕機F-Y28GX,C3932-1195,2019年台灣向除溼機,廖啟宏,2019/2/26
除濕機F-Y32GX,C3932-1196,2019年台灣向除溼機,廖啟宏,2019/2/26
除濕機F-Y36GX,C3932-1197,2019年台灣向除溼機,廖啟宏,2019/2/26
除濕機F-Y45GX,C3932-1198,2019年台灣向除溼機,廖啟宏,2019/2/26
除濕機GCR14H/F-YCR14H,C3932-1199,2018年香港向除溼機,洪啟翔,2018/4/9
除濕機F-YAR25H,C3932-1200,2018年香港向除溼機,洪啟翔,2018/4/9
2019_CS-PX22FA2,C3932-1201,2019_PXF系列室內機主控IC,蘇俊安,2018/4/24
2019_CS-QX22FA2,C3932-1202,2019_QXF系列室內機主控IC,蘇俊安,2018/4/24
2019_CU-2J83B~5J160FHA2,C3932-1203,2019_一對多室外機主控IC,蘇俊安,2018/4/24
CU-L250HA3,C3932-1204,2018年店鋪PAC 3相220V 10HP室外機,蔣育宏,2018/5/28
CW(U)-P28/36HA2(CA2),C3932-1205,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(U)-P40/50HA2(CA2),C3932-1206,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(S)-P22HA2(CA2),C3932-1207,2018年 變頻窗型 (內機),高士淵,2018/6/13
CW(U)-P22HA2,C3932-1208,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(U)-P22CA2,C3932-1209,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(S)-P28HA2(CA2),C3932-1210,2018年 變頻窗型 (內機),高士淵,2018/6/13
CW(U)-P28HA2,C3932-1211,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(U)-P28CA2,C3932-1212,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(S)-P36HA2(CA2),C3932-1213,2018年 變頻窗型 (內機),高士淵,2018/6/13
CW(U)-P36HA2,C3932-1214,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(U)-P36CA2,C3932-1215,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(S)-P40HA2(CA2),C3932-1216,2018年 變頻窗型 (內機),高士淵,2018/6/13
CW(U)-P40HA2,C3932-1217,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(U)-P40CA2,C3932-1218,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(S)-P50HA2(CA2),C3932-1219,2018年 變頻窗型 (內機),高士淵,2018/6/13
CW(U)-P50HA2,C3932-1220,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(U)-P50CA2,C3932-1221,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(S)-P60LHA2(CA2),C3932-1222,2018年 變頻窗型 (內機),高士淵,2018/6/13
CW(U)-P60LHA2,C3932-1223,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(U)-P60LCA2,C3932-1224,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(S)-P68LHA2(CA2),C3932-1225,2018年 變頻窗型 (內機),高士淵,2018/6/13
CW(U)-P68LHA2,C3932-1226,2018年 變頻窗型 (外機),高士淵,2018/6/13
CW(U)-P68LCA2,C3932-1227,2018年 變頻窗型 (外機),高士淵,2018/6/13
U-4LYE2T6,C3932-1228,2019年 4HP長配管 單相220V,蔣育宏,2018/6/20
U-4LYE2T6,C3932-1229,2019年 4HP長配管 單相220V,蔣育宏,2018/6/20
U-4LYE2T6,C3932-1230,2019年 4HP長配管 單相220V,蔣育宏,2018/6/20
F-Y16EN-02,C3932-1231,2018年除濕機,劉宸瑄,2018/7/18
2019_CS-PX22~110FA2,C3932-1232,2019_PXF系列室內機主控IC,蘇俊安,2018/7/20
2019_CS-PX71~110FA2,C3932-1233,2019_PXF系列室內機主控IC,蘇俊安,2018/7/20
2019_CS-QX22~110FA2,C3932-1234,2019_QXF系列室內機主控IC,蘇俊安,2018/7/20
2019_CS-QX71~110FA2,C3932-1235,2019_QXF系列室內機主控IC,蘇俊安,2018/7/20
2019_CS-PX22FA2,C3932-1236,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX28FA2,C3932-1237,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX36FA2,C3932-1238,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX40FA2,C3932-1239,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX50FA2,C3932-1240,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX63FA2,C3932-1241,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX71FA2,C3932-1242,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX80FA2,C3932-1243,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX90FA2,C3932-1244,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-PX110FA2,C3932-1245,2019_PXF室內機EEPROM,蘇俊安,2018/7/20
2019_CU-PX22FHA2,C3932-1246,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX22FCA2,C3932-1247,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX28FHA2,C3932-1248,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX28FCA2,C3932-1249,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX36FHA2,C3932-1250,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX36FCA2,C3932-1251,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX40FHA2,C3932-1252,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX40FCA2,C3932-1253,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX50FHA2,C3932-1254,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX50FCA2,C3932-1255,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX63FHA2,C3932-1256,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX63FCA2,C3932-1257,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX71FHA2,C3932-1258,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX71FCA2,C3932-1259,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX80FHA2,C3932-1260,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX80FCA2,C3932-1261,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX90FHA2,C3932-1262,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX90FCA2,C3932-1263,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX110FHA2,C3932-1264,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-PX110FCA2,C3932-1265,2019_PXF室外機EEPROM,蘇俊安,2018/7/20
2019_CS-QX22FA2,C3932-1266,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX28FA2,C3932-1267,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX36FA2,C3932-1268,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX40FA2,C3932-1269,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX50FA2,C3932-1270,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX63FA2,C3932-1271,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX71FA2,C3932-1272,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX80FA2,C3932-1273,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX90FA2,C3932-1274,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CS-QX110FA2,C3932-1275,2019_QXF室內機EEPROM,蘇俊安,2018/7/20
2019_CU-QX22FHA2,C3932-1276,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX22FCA2,C3932-1277,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX28FHA2,C3932-1278,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX28FCA2,C3932-1279,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX36FHA2,C3932-1280,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX36FCA2,C3932-1281,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX40FHA2,C3932-1282,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX40FCA2,C3932-1283,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX50FHA2,C3932-1284,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX50FCA2,C3932-1285,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX63FHA2,C3932-1286,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX63FCA2,C3932-1287,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX71FHA2,C3932-1288,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX71FCA2,C3932-1289,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX80FHA2,C3932-1290,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX80FCA2,C3932-1291,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX90FHA2,C3932-1292,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX90FCA2,C3932-1293,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX110FHA2,C3932-1294,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-QX110FCA2,C3932-1295,2019_QXF室外機EEPROM,蘇俊安,2018/7/20
2019_CU-K22BHA2-00,C3932-1296,2019_K(系)冷暖室外機EEPROM(PCB:C3947-780),蘇俊安,2018/8/3
2019_CU-K28BHA2-00,C3932-1297,2019_K(系)冷暖室外機EEPROM(PCB:C3947-780),蘇俊安,2018/8/3
2019_CU-K36BHA2,C3932-1298,2019_K(系)冷暖室外機EEPROM,蘇俊安,2018/8/3
2019_CU-K40BHA2,C3932-1299,2019_K(系)冷暖室外機EEPROM,蘇俊安,2018/8/3
2019_CU-K50BHA2,C3932-1300,2019_K(系)冷暖室外機EEPROM,蘇俊安,2018/8/3
2019_CU-K63BHA2,C3932-1301,2019_K(系)冷暖室外機EEPROM,蘇俊安,2018/8/3
2019_CU-K71BHA2,C3932-1302,2019_K(系)冷暖室外機EEPROM,蘇俊安,2018/8/3
2019_CU-K80BHA2,C3932-1303,2019_K(系)冷暖室外機EEPROM,蘇俊安,2018/8/3
2019_CU-K90BHA2,C3932-1304,2019_K(系)冷暖室外機EEPROM,蘇俊安,2018/8/3
2019_CU-4J150FHA2,C3932-1305,2019_本格PFC機種,蘇俊安,2018/8/10
2019_CU-4J150FCA2,C3932-1306,2019_本格PFC機種,蘇俊安,2018/8/10
2019_CU-4J130FHA2,C3932-1307,2019_本格PFC機種,蘇俊安,2018/8/10
2019_CU-4J130FCA2,C3932-1308,2019_本格PFC機種,蘇俊安,2018/8/10
2019_K22BHA2-01,C3932-1309,2019_K(系)冷暖室外機EEPROM(PCB:C3957-2300),蘇俊安,2018/9/17
2019_K28BHA2-01,C3932-1310,2019_K(系)冷暖室外機EEPROM(PCB:C3957-2300),蘇俊安,2018/9/17
U-4LYE1T9,C3932-1311,2019年 MiniVRF  4HP 3相220V 短配管室外機,蔣育宏,2018/10/1
U-5LYE1T9,C3932-1312,2019年 MiniVRF  5HP 3相220V 短配管室外機,蔣育宏,2018/10/1
U-6LYE1T9,C3932-1313,2019年 MiniVRF  6HP 3相220V 短配管室外機,蔣育宏,2018/10/1
U-4LYE2T9,C3932-1314,2019年 MiniVRF  4HP 3相220V 長配管室外機,蔣育宏,2018/10/1
U-5LYE2T9,C3932-1315,2019 MiniVRF 年 5HP 3相220V 長配管室外機,蔣育宏,2018/10/1
U-6LYE2T9,C3932-1316,2019年 MiniVRF  6HP 3相220V 長配管室外機,蔣育宏,2018/10/1
U-8LYE1T6,C3932-1317,2019年 MiniVRF  8HP 3相220V 室外機,蔣育宏,2018/10/1
U-10LYE1T6,C3932-1318,2019年 MiniVRF  10HP 3相220V 室外機,蔣育宏,2018/10/1
CU-L250HA4,C3932-1319,2019年 店鋪PAC  10HP 3相380V 室外機,蔣育宏,2018/10/1
MiniVRF 單相220V 4~6HP 長配管,C3932-1320,2019年 MiniVRF 4~6HP 單相220V 長配管室外機,蔣育宏,2018/10/1
F-Y24EX-03,C3932-1321,2018除濕機(轉速變更、軟體程式更新),劉宸瑄,2018/10/9
F-Y28EX-03,C3932-1322,2018除濕機(轉速變更、軟體程式更新),劉宸瑄,2018/10/9
F-Y32EX-03,C3932-1323,2018除濕機(轉速變更、軟體程式更新),劉宸瑄,2018/10/9
F-Y36EX-03,C3932-1324,2018除濕機(轉速變更、軟體程式更新),劉宸瑄,2018/10/9
F-Y45EX-03,C3932-1325,2018除濕機(轉速變更、軟體程式更新),劉宸瑄,2018/10/9
CW-HZ120YA,C3932-1326,2019年 香港向 變頻窗型 (內機),高士淵,2018/10/18
CW-HZ120YA,C3932-1327,2019年 香港向 變頻窗型 (外機),高士淵,2018/10/18
CW-HZ180YA,C3932-1328,2019年 香港向 變頻窗型 (內機),高士淵,2018/10/18
CW-HZ180YA,C3932-1329,2019年 香港向 變頻窗型 (外機),高士淵,2018/10/18
MiniVRF 3相220V 4~6HP 長配管,C3932-1330,2019年 MiniVRF 4~6HP 3相220V 長配管室外機,蔣育宏,2018/11/26
CW-HZ120/180YA,C3932-1331,2019年 香港向 變頻窗型 (外機),高士淵,2018/11/29
CU-QX28FHA2,C3932-1332,2019年CU-QX28F Micon程式,劉俊佑,2019/2/18
全球向 7K/9K,C3932-1333,全球向 7K/9K  (內機),高士淵,2019/2/22
全球向 7K/9K,C3932-1334,全球向 7K/9K  (外機),高士淵,2019/2/22
全球向 7K/9K,C3932-1335,全球向 7K  (內機),高士淵,2019/2/22
全球向 7K/9K,C3932-1336,全球向 7K  (外機),高士淵,2019/2/22
全球向 7K/9K,C3932-1337,全球向 9K  (內機),高士淵,2019/2/22
全球向 7K/9K,C3932-1338,全球向 9K  (外機),高士淵,2019/2/22
CS-PX22FDA2,C3932-1339,2019 CSPF NO.1對應,蘇俊安,2019/4/12
CS-PX28FDA2,C3932-1340,2019 CSPF NO.1對應,蘇俊安,2019/4/12
CU-PX22FDHA2,C3932-1341,2019 CSPF NO.1對應,蘇俊安,2019/4/12
CU-PX22FDCA2,C3932-1342,2019 CSPF NO.1對應,蘇俊安,2019/4/12
CU-PX28FDHA2,C3932-1343,2019 CSPF NO.1對應,蘇俊安,2019/4/12
CU-PX28FDCA2,C3932-1344,2019 CSPF NO.1對應,蘇俊安,2019/4/12
2020_CU-PX22FHA2-01,C3932-1345,2020 驅動直撓壓縮機,劉俊佑,2019/6/20
2020_CU-PX22FCA2-01,C3932-1346,2020 驅動直撓壓縮機,劉俊佑,2019/6/20
2020_CU-PX28FHA2-01,C3932-1347,2020 驅動直撓壓縮機,劉俊佑,2019/6/20
2020_CU-PX28FCA2-01,C3932-1348,2020 驅動直撓壓縮機,劉俊佑,2019/6/20
2020_CU-PX125FHA2-00,C3932-1349,2020 12.5kW機種追加,劉俊佑,2019/6/20
2020_CU-PX125FCA2-00,C3932-1350,2020 12.5kW機種追加,劉俊佑,2019/6/20
2020_CS-PX125FA2-00,C3932-1351,2020 12.5kW機種追加,劉俊佑,2019/6/20
2020_CU-QX22HA2-01,C3932-1352,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-QX22FCA2-01,C3932-1353,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-QX28FHA2-01,C3932-1354,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-QX28FCA2-01,C3932-1355,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-QX36HA2-01,C3932-1356,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-QX36FCA2-01,C3932-1357,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-QX40FHA2-01,C3932-1358,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-QX40FCA2-01,C3932-1359,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-QX50FHA2-01,C3932-1360,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-QX50FCA2-01,C3932-1361,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-LJ22HA2-02,C3932-1362,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-LJ22FCA2-02,C3932-1363,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-LJ28FHA2-02,C3932-1364,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-LJ28FCA2-02,C3932-1365,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
